"","species","gbifID","class","order","family","genus","decimalLatitude","decimalLongitude","depth","eventDate","day","month","year","SpiculeTypes"
"664314","Pheronemoides crustiformis","3763299138","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","5.62047","-161.74738",1388,"2019-06-30T00:00:00",30,6,2019,7
"664315","Pheronemoides crustiformis","3892900804","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82553","-176.64332",787,"2019-09-02T00:00:00",2,9,2019,7
"664316","Pheronemoides crustiformis","3763301074","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","6.14251","-162.77174",1668,"2019-06-29T00:00:00",29,6,2019,7
"664317","Pheronemoides crustiformis","3892904804","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82552","-176.6433",784,"2019-09-02T00:00:00",2,9,2019,7
"664318","Pheronemoides crustiformis","3892904811","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82555","-176.64274",754,"2019-09-02T00:00:00",2,9,2019,7
"664319","Pheronemoides crustiformis","3892897810","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82559","-176.64306",769,"2019-09-02T00:00:00",2,9,2019,7
"664320","Pheronemoides crustiformis","3892903823","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82555","-176.64292",759,"2019-09-02T00:00:00",2,9,2019,7
"664321","Pheronemoides crustiformis","3892903816","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82552","-176.64318",780,"2019-09-02T00:00:00",2,9,2019,7
"664322","Pheronemoides crustiformis","3892904777","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82574","-176.64588",851,"2019-09-02T00:00:00",2,9,2019,7
"664323","Pheronemoides crustiformis","3892901784","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82575","-176.64565",850,"2019-09-02T00:00:00",2,9,2019,7
"664324","Pheronemoides crustiformis","3892902808","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82556","-176.64295",764,"2019-09-02T00:00:00",2,9,2019,7
"664325","Pheronemoides crustiformis","3892901815","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82555","-176.64279",757,"2019-09-02T00:00:00",2,9,2019,7
"664326","Pheronemoides crustiformis","3892901733","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.8262","-176.64811",926,"2019-09-02T00:00:00",2,9,2019,7
"664327","Pheronemoides crustiformis","3113130296","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","-14.34891","-170.32802",722,"2019-07-30T00:00:00",30,7,2019,7
"664328","Pheronemoides crustiformis","3892899799","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82555","-176.64425",831,"2019-09-02T00:00:00",2,9,2019,7
"664329","Pheronemoides crustiformis","3763294116","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","5.62153","-161.74931",1404,"2019-06-30T00:00:00",30,6,2019,7
"664331","Pheronemoides crustiformis","3892899820","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82546","-176.6423",735,"2019-09-02T00:00:00",2,9,2019,7
"664332","Pheronemoides crustiformis","3892899796","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82567","-176.64461",841,"2019-09-02T00:00:00",2,9,2019,7
"664333","Pheronemoides crustiformis","3892903807","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82553","-176.64398",824,"2019-09-02T00:00:00",2,9,2019,7
"664334","Pheronemoides crustiformis","3892898807","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82556","-176.64295",763,"2019-09-02T00:00:00",2,9,2019,7
"664335","Pheronemoides crustiformis","3892903824","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82555","-176.64275",755,"2019-09-02T00:00:00",2,9,2019,7
"664336","Pheronemoides crustiformis","3892903760","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82572","-176.64728",877,"2019-09-02T00:00:00",2,9,2019,7
"664337","Pheronemoides crustiformis","3892898800","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82553","-176.64338",789,"2019-09-02T00:00:00",2,9,2019,7
"664338","Pheronemoides crustiformis","3892900796","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82561","-176.64379",809,"2019-09-02T00:00:00",2,9,2019,7
"664339","Pheronemoides crustiformis","3763302168","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","5.60724","-161.7194",1698,"2019-06-30T00:00:00",30,6,2019,7
"664340","Pheronemoides crustiformis","3113135333","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","-14.34676","-170.32799",701,"2019-07-30T00:00:00",30,7,2019,7
"664341","Pheronemoides crustiformis","3892899802","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82563","-176.64378",807,"2019-09-02T00:00:00",2,9,2019,7
"664342","Pheronemoides crustiformis","4055762572","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","10.525","140.183333",1429,"2017-08-24T00:00:00",24,8,2017,7
"664343","Pheronemoides crustiformis","3892903825","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82551","-176.64274",751,"2019-09-02T00:00:00",2,9,2019,7
"664344","Pheronemoides crustiformis","3892899814","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82557","-176.64298",767,"2019-09-02T00:00:00",2,9,2019,7
"664345","Pheronemoides crustiformis","3892897812","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82556","-176.64293",761,"2019-09-02T00:00:00",2,9,2019,7
"664346","Pheronemoides crustiformis","3892899808","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82557","-176.6437",801,"2019-09-02T00:00:00",2,9,2019,7
"664347","Pheronemoides crustiformis","3892902767","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82568","-176.64608",855,"2019-09-02T00:00:00",2,9,2019,7
"669240","Plakina finispinata","4055768539","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakina","-8.937183","-140.120667",19,"2012-01-12T00:00:00",12,1,2012,10
"669241","Plakina finispinata","4055770652","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakina","-8.937183","-140.120667",19,"2012-01-12T00:00:00",12,1,2012,10
"669580","Plakinastrella nicoleae","4055770653","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-7.90645","-140.120667",10,"2012-01-27T00:00:00",27,1,2012,3
"669582","Plakinastrella nicoleae","4055768538","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-7.90645","-140.120667",10,"2012-01-27T00:00:00",27,1,2012,3
"669583","Plakinastrella nicoleae","3471703409","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-7.90645","-140.12067",10,"2012-01-27T00:00:00",27,1,2012,3
"669601","Plakinastrella osculifera","4055770654","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-20.6126","164.9493",22.5,"2013-02-05T00:00:00",5,2,2013,6
"669603","Plakinastrella osculifera","4055768537","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-20.6126","164.9493",22.5,"2013-02-05T00:00:00",5,2,2013,6
"669607","Plakinastrella pseudolopha","4055768536","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-7.90645","-140.120667",10,"2012-01-27T00:00:00",27,1,2012,4
"669608","Plakinastrella pseudolopha","4055770655","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","-7.90645","-140.120667",10,"2012-01-27T00:00:00",27,1,2012,4
"669910","Plakortis ruetzleri","4055770644","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakortis","-7.90645","-140.120667",10,"2012-01-27T00:00:00",27,1,2012,2
"669911","Plakortis ruetzleri","4055768541","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakortis","-7.90645","-140.120667",10,"2012-01-27T00:00:00",27,1,2012,2
"669991","Platylistrum subviridum","4055756682","Hexactinellida","Amphidiscosida","Pheronematidae","Platylistrum","15.6829","154.9236",1627,"2014-07-25T00:00:00",25,7,2014,3
"670018","Plectroninia celtica","4055751393","Calcarea","Lithonida","Minchinellidae","Plectroninia","52.133333","-12.771667",735,"2000-08-18T00:00:00",18,8,2000,4
"673367","Poliopogon amadou","4020284865","Hexactinellida","Amphidiscosida","Pheronematidae","Poliopogon","-28.4983","-41.6533",3060,"2013-04-26T00:00:00",26,4,2013,7
"673368","Poliopogon canaliculatus","4055756714","Hexactinellida","Amphidiscosida","Pheronematidae","Poliopogon","15.9236","155.1874",2897,"2014-07-22T00:00:00",22,7,2014,5
"676786","Polymastia pachymastia","2557143990","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.32574","179.84085",116,"1997-07-21T00:00:00",21,7,1997,4
"676790","Polymastia pachymastia","2557131400","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.63515","-170.50895",92,"1997-06-19T00:00:00",19,6,1997,4
"676791","Polymastia pachymastia","2557135938","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.03339","-172.25025",173,"2000-06-12T00:00:00",12,6,2000,4
"676793","Polymastia pachymastia","2557144903","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.1521","179.4828",249,"2002-07-13T00:00:00",13,7,2002,4
"676796","Polymastia pachymastia","2557141832","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.5001","-178.6544",240,"2002-07-01T00:00:00",1,7,2002,4
"676799","Polymastia pachymastia","2557146777","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.02747","177.73555",193,"1997-07-31T00:00:00",31,7,1997,4
"676800","Polymastia pachymastia","2557135538","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.13607","-172.45056",165,"2000-06-13T00:00:00",13,6,2000,4
"676804","Polymastia pachymastia","2557132551","Demospongiae","Polymastiida","Polymastiidae","Polymastia","54.41067","-160.0",135,"1996-06-04T00:00:00",4,6,1996,4
"676805","Polymastia pachymastia","2557131935","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.39969","-170.62265",320,"2000-05-29T00:00:00",29,5,2000,4
"676806","Polymastia pachymastia","2557142659","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.48523","178.63511",229,"2002-07-02T00:00:00",2,7,2002,4
"676808","Polymastia pachymastia","2557140405","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.95579","-175.2653",91,"2000-06-17T00:00:00",17,6,2000,4
"676810","Polymastia pachymastia","2557144278","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.36278","178.90641",180,"2002-07-02T00:00:00",2,7,2002,4
"676811","Polymastia pachymastia","2557138642","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.87568","-174.5489",144,"2000-06-14T00:00:00",14,6,2000,4
"676813","Polymastia pachymastia","2557136170","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.87329","-171.3116",207,"2000-06-11T00:00:00",11,6,2000,4
"676815","Polymastia pachymastia","2557143402","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.80309","177.76305",135,"2002-07-03T00:00:00",3,7,2002,4
"676816","Polymastia pachymastia","2557133216","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.53954","-172.33179",202,"2000-06-05T00:00:00",5,6,2000,4
"676817","Polymastia pachymastia","2557142780","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.86935","177.71525",107,"2002-07-03T00:00:00",3,7,2002,4
"676818","Polymastia pachymastia","2557146656","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.24968","-173.12665",138,"2002-07-30T00:00:00",30,7,2002,4
"676822","Polymastia pachymastia","2557141548","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.51329","-178.61695",166,"2002-07-01T00:00:00",1,7,2002,4
"676826","Polymastia pachymastia","2557128792","Demospongiae","Polymastiida","Polymastiidae","Polymastia","53.63493","-167.45",93,"2002-05-27T00:00:00",27,5,2002,4
"676827","Polymastia pachymastia","2557136389","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.06569","-171.801",330,"2000-06-11T00:00:00",11,6,2000,4
"676829","Polymastia pachymastia","2557147561","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.49336","178.6172",215,"1997-07-27T00:00:00",27,7,1997,4
"676832","Polymastia pachymastia","2557131990","Demospongiae","Polymastiida","Polymastiidae","Polymastia","54.10856","-161.72275",111,"1996-06-01T00:00:00",1,6,1996,4
"676836","Polymastia pachymastia","2557145920","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.43055","178.82055",218,"1997-07-27T00:00:00",27,7,1997,4
"676840","Polymastia pachymastia","1898317734","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.145167","-131.1315",49.65,"1999-06-18T00:00:00",18,6,1999,4
"676843","Polymastia pachymastia","2557134802","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.63482","-171.57611",460,"2000-06-11T00:00:00",11,6,2000,4
"676847","Polymastia pachymastia","2557135677","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.96589","-172.6249",205,"2000-06-12T00:00:00",12,6,2000,4
"676848","Polymastia pachymastia","2557144192","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.32666","174.17614",381,"2002-07-08T00:00:00",8,7,2002,4
"676849","Polymastia pachymastia","2557147038","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.5189","-179.94565",395,"2002-07-14T00:00:00",14,7,2002,4
"676851","Polymastia pachymastia","2557138783","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.55666","-177.62554",375,"2002-07-04T00:00:00",4,7,2002,4
"676852","Polymastia pachymastia","2557133830","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.47672","-170.76005",260,"2000-05-31T00:00:00",31,5,2000,4
"676854","Polymastia pachymastia","2557136907","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.86407","-174.0581",146,"2000-06-14T00:00:00",14,6,2000,4
"676855","Polymastia pachymastia","2557130792","Demospongiae","Polymastiida","Polymastiidae","Polymastia","54.15622","-162.0829",88,"1996-06-01T00:00:00",1,6,1996,4
"676858","Polymastia pachymastia","2557137067","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.84492","178.44037",397,"2002-07-05T00:00:00",5,7,2002,4
"676860","Polymastia pachymastia","2557147478","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.00666","176.7659",102,"1997-07-30T00:00:00",30,7,1997,4
"676863","Polymastia pachymastia","2557131942","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.38371","-170.583",369,"2000-05-29T00:00:00",29,5,2000,4
"676864","Polymastia pachymastia","2557142026","Demospongiae","Polymastiida","Polymastiidae","Polymastia","52.08037","175.1111",390,"2002-07-07T00:00:00",7,7,2002,4
"676868","Polymastia pachymastia","2557142115","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.73857","177.98861",150,"2002-07-03T00:00:00",3,7,2002,4
"676869","Polymastia pachymastia","2557139769","Demospongiae","Polymastiida","Polymastiidae","Polymastia","51.61902","-177.42245",346,"1997-07-12T00:00:00",12,7,1997,4
"676872","Polymastia pachymastia","2557135334","Demospongiae","Polymastiida","Polymastiidae","Polymastia","54.8612","-157.99495",115,"2005-06-11T00:00:00",11,6,2005,4
"691845","Semperella jiaolongae","4055740987","Hexactinellida","Amphidiscosida","Pheronematidae","Semperella","22.1225","119.318611",1120,"2013-06-19T00:00:00",19,6,2013,8
"693302","Sphaerotylus raphidophora","4055742071","Demospongiae","Polymastiida","Polymastiidae","Sphaerotylus","56.42944","-146.37444",862,"2004-08-16T00:00:00",16,8,2004,5
"693303","Sphaerotylus raphidophora","4055768415","Demospongiae","Polymastiida","Polymastiidae","Sphaerotylus","56.42944","-146.37444",862,"2004-08-16T00:00:00",16,8,2004,5
"693304","Sphaerotylus raphidophora","4055763174","Demospongiae","Polymastiida","Polymastiidae","Sphaerotylus","56.42861","-146.37444",862,"2004-08-16T00:00:00",16,8,2004,5
"693305","Sphaerotylus raphidophora","2557593246","Demospongiae","Polymastiida","Polymastiidae","Sphaerotylus","56.4239","-146.371",862,"2004-08-16T00:00:00",16,8,2004,5
"704065","Stylissa flabelliformis","1890465811","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-14.47218","145.523499",1526,"2010-09-05T00:00:00",5,9,2010,2
"704087","Stylissa flabelliformis","1066767891","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-12.485556","130.869167",14,"1993-09-25T00:00:00",25,9,1993,2
"704099","Stylissa flabelliformis","1066787109","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-14.57735","145.6105",15,"2010-09-10T00:00:00",10,9,2010,2
"704104","Stylissa flabelliformis","1890465859","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-14.6475","145.4879",712,"2010-09-03T00:00:00",3,9,2010,2
"704113","Stylissa flabelliformis","1890465858","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-14.82518","145.551605",816,"2010-09-06T00:00:00",6,9,2010,2
"704118","Stylissa flabelliformis","1066768000","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-12.467778","141.002222",53,"1993-11-06T00:00:00",6,11,1993,2
"704120","Stylissa flabelliformis","1066777984","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-9.31","142.92",11,"2004-01-23T00:00:00",23,1,2004,2
"704122","Stylissa flabelliformis","1066787103","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-14.82565","145.5517",12.5,"2010-09-11T00:00:00",11,9,2010,2
"704125","Stylissa flabelliformis","1066787148","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-17.51915","-149.54883",8,"2009-03-23T00:00:00",23,3,2009,2
"704127","Stylissa flabelliformis","1066769323","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-12.419167","141.068056",48,"1995-03-03T00:00:00",3,3,1995,2
"704128","Stylissa flabelliformis","1890465932","Demospongiae","Scopalinida","Scopalinidae","Stylissa","-14.82565","145.551697",1015,"2010-09-11T00:00:00",11,9,2010,2
"709622","Suberites latus","3855724577","Demospongiae","Suberitida","Suberitidae","Suberites","32.96","-118.515333",7,"2011-09-19T00:00:00",19,9,2011,3
"716041","Tentorium semisuberites","2557146144","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.49021","172.95551",175,"2010-08-01T00:00:00",1,8,2010,2
"716050","Tentorium semisuberites","1890478824","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.7665","-179.9267",1001,"2006-05-31T00:00:00",31,5,2006,2
"716052","Tentorium semisuberites","2557129525","Demospongiae","Polymastiida","Polymastiidae","Tentorium","53.89281","-165.841",79,"2007-06-02T00:00:00",2,6,2007,2
"716055","Tentorium semisuberites","2557147615","Demospongiae","Polymastiida","Polymastiidae","Tentorium","53.06601","172.94479",112,"2010-08-02T00:00:00",2,8,2010,2
"716056","Tentorium semisuberites","2557148025","Demospongiae","Polymastiida","Polymastiidae","Tentorium","57.0245","-152.94706",85,"2009-07-05T00:00:00",5,7,2009,2
"716063","Tentorium semisuberites","1265444244","Demospongiae","Polymastiida","Polymastiidae","Tentorium","70.897667","16.906833",936.45,"2010-08-08T03:29:00",8,8,2010,2
"716069","Tentorium semisuberites","2557398982","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.24298","179.19407",270,"2014-06-11T00:00:00",11,6,2014,2
"716070","Tentorium semisuberites","2557398407","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.15337","175.12833",200,"2016-06-07T00:00:00",7,6,2016,2
"716071","Tentorium semisuberites","1890478574","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.797798","179.985703",986,"2006-06-07T00:00:00",7,6,2006,2
"716074","Tentorium semisuberites","2557145826","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.63007","172.80489",236,"2010-08-01T00:00:00",1,8,2010,2
"716077","Tentorium semisuberites","1890483183","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-44.158167","-174.555",551.5,"2009-06-28T00:00:00",28,6,2009,2
"716080","Tentorium semisuberites","1890478572","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.797298","179.985199",987.5,"2006-06-07T00:00:00",7,6,2006,2
"716086","Tentorium semisuberites","2557148361","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.59622","172.91695",149,"2010-08-01T00:00:00",1,8,2010,2
"716091","Tentorium semisuberites","2557127089","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.6434","-169.32675",125,"2009-05-25T00:00:00",25,5,2009,2
"716097","Tentorium semisuberites","1890478765","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.7655","-179.9267",1010,"2006-05-30T00:00:00",30,5,2006,2
"716103","Tentorium semisuberites","2557407106","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.63023","178.40629",154,"2014-06-11T00:00:00",11,6,2014,2
"716108","Tentorium semisuberites","2557590810","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.9201","176.68721",398,"2016-06-07T00:00:00",7,6,2016,2
"716112","Tentorium semisuberites","2557588943","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.48935","-178.51495",204,"2016-06-07T00:00:00",7,6,2016,2
"716129","Tentorium semisuberites","1265456205","Demospongiae","Polymastiida","Polymastiidae","Tentorium","66.267887","6.288088",541.27,"2013-06-15T12:49:00",15,6,2013,2
"716131","Tentorium semisuberites","1890488362","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-37.5245","177.304",960.5,"2012-04-28T00:00:00",28,4,2012,2
"716132","Tentorium semisuberites","3756677208","Demospongiae","Polymastiida","Polymastiidae","Tentorium","79.004422","8.920067",208.345,"2019-10-21T17:12:00",21,10,2019,2
"716136","Tentorium semisuberites","1890483064","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-44.157833","-174.555333",585,"2009-06-26T00:00:00",26,6,2009,2
"716142","Tentorium semisuberites","2557400559","Demospongiae","Polymastiida","Polymastiidae","Tentorium","54.32134","-161.16418",137,"2015-06-22T00:00:00",22,6,2015,2
"716147","Tentorium semisuberites","2557583393","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.77499","177.4671",266,"2014-06-11T00:00:00",11,6,2014,2
"716148","Tentorium semisuberites","1890478760","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.7665","-179.9267",1001,"2006-05-31T00:00:00",31,5,2006,2
"716149","Tentorium semisuberites","2557407500","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.36802","178.90113",165,"2016-06-07T00:00:00",7,6,2016,2
"716150","Tentorium semisuberites","2557146848","Demospongiae","Polymastiida","Polymastiidae","Tentorium","57.05712","-151.82119",77,"2009-07-06T00:00:00",6,7,2009,2
"716154","Tentorium semisuberites","1890473789","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.726166","-179.898499",1050,"2001-04-20T00:00:00",20,4,2001,2
"716155","Tentorium semisuberites","1890480707","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-76.202","176.248",449,"2008-02-18T00:00:00",18,2,2008,2
"716170","Tentorium semisuberites","1890483165","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-44.149833","-174.768167",865,"2009-06-27T00:00:00",27,6,2009,2
"716171","Tentorium semisuberites","2557138036","Demospongiae","Polymastiida","Polymastiidae","Tentorium","51.60303","-176.40852",244,"2012-07-04T00:00:00",4,7,2012,2
"716173","Tentorium semisuberites","2557146065","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.00866","175.89877",187,"2010-07-25T00:00:00",25,7,2010,2
"716182","Tentorium semisuberites","2557400408","Demospongiae","Polymastiida","Polymastiidae","Tentorium","52.66469","172.68443",396,"2016-06-07T00:00:00",7,6,2016,2
"716186","Tentorium semisuberites","2557147803","Demospongiae","Polymastiida","Polymastiidae","Tentorium","53.01349","173.18598",119,"2010-08-02T00:00:00",2,8,2010,2
"716187","Tentorium semisuberites","1890478706","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.788502","179.998505",1037,"2006-05-30T00:00:00",30,5,2006,2
"716189","Tentorium semisuberites","1890478697","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-42.7655","-179.9267",1010,"2006-05-30T00:00:00",30,5,2006,2
"716198","Tentorium semisuberites","1890476762","Demospongiae","Polymastiida","Polymastiidae","Tentorium","-72.097664","172.930161",515,"2004-02-14T00:00:00",14,2,2004,2
"717989","Tethya californiana","1418661588","Demospongiae","Tethyida","Tethyidae","Tethya","27.868056","-110.950278",7.5,"2002-11-27T00:00:00",27,11,2002,3
"717990","Tethya californiana","1418663482","Demospongiae","Tethyida","Tethyidae","Tethya","31.341003","-113.641778",3,"2012-09-05T00:00:00",5,9,2012,3
"717992","Tethya californiana","3855720629","Demospongiae","Tethyida","Tethyidae","Tethya","33.344","-118.517167",12,"2011-09-21T00:00:00",21,9,2011,3
"717993","Tethya californiana","4055770420","Demospongiae","Tethyida","Tethyidae","Tethya","48.8508","-125.2",17.5,"2003-06-25T00:00:00",25,6,2003,3
"718004","Tethya californiana","1418661992","Demospongiae","Tethyida","Tethyidae","Tethya","28.786667","-112.251667",7.5,"2001-04-27T00:00:00",27,4,2001,3
"718011","Tethya californiana","1418661466","Demospongiae","Tethyida","Tethyidae","Tethya","31.724444","-116.716944",2,"2012-09-13T00:00:00",13,9,2012,3
"718014","Tethya californiana","1418661944","Demospongiae","Tethyida","Tethyidae","Tethya","31.337222","-113.636944",2,"2005-03-04T00:00:00",4,3,2005,3
"718015","Tethya californiana","2557150241","Demospongiae","Tethyida","Tethyidae","Tethya","38.02292","-123.4263",58,"2010-10-09T00:00:00",9,10,2010,3
"718021","Tethya californiana","1418663551","Demospongiae","Tethyida","Tethyidae","Tethya","26.762333","-111.891478",2,"2012-09-15T00:00:00",15,9,2012,3
"718024","Tethya californiana","1890402160","Demospongiae","Tethyida","Tethyidae","Tethya","9.29806","-82.174438",1.25,"2009-07-21T00:00:00",21,7,2009,3
"718033","Tethya californiana","1418663663","Demospongiae","Tethyida","Tethyidae","Tethya","27.872222","-110.868889",6,"2000-11-04T00:00:00",4,11,2000,3
"718038","Tethya californiana","1418661959","Demospongiae","Tethyida","Tethyidae","Tethya","28.786667","-112.251667",7.5,"2001-04-27T00:00:00",27,4,2001,3
"718042","Tethya californiana","1418663738","Demospongiae","Tethyida","Tethyidae","Tethya","27.884722","-110.965278",5,"2002-11-27T00:00:00",27,11,2002,3
"718048","Tethya californiana","1418662460","Demospongiae","Tethyida","Tethyidae","Tethya","31.043611","-114.805",3,"2012-09-07T00:00:00",7,9,2012,3
"718049","Tethya californiana","1418663720","Demospongiae","Tethyida","Tethyidae","Tethya","25.812678","-111.3085",2.5,"2012-09-16T00:00:00",16,9,2012,3
"718050","Tethya californiana","1418661411","Demospongiae","Tethyida","Tethyidae","Tethya","27.909722","-110.971389",7.5,"2000-11-03T00:00:00",3,11,2000,3
"718054","Tethya californiana","1418662673","Demospongiae","Tethyida","Tethyidae","Tethya","27.872222","-110.868889",2.5,"2002-11-26T00:00:00",26,11,2002,3
"718062","Tethya californiana","1418663110","Demospongiae","Tethyida","Tethyidae","Tethya","28.872222","-112.033611",1.5,"2000-11-08T00:00:00",8,11,2000,3
"718063","Tethya californiana","3855724409","Demospongiae","Tethyida","Tethyidae","Tethya","34.41775","-119.9015",13.715,"2019-04-17T00:00:00",17,4,2019,3
"725713","Tretodictyum reiswigi","3471697654","Hexactinellida","Sceptrulophora","Tretodictyidae","Tretodictyum","41.662","8.795",397,"2014-07-31T00:00:00",31,7,2014,4
